timestamp_us,seq,valid_mask,status_bits,solenoid_state,payload0_centi_psi,payload1_centi_psi,payload2_centi_psi,payload3_centi_psi,payload4_centi_psi,payload5_centi_psi,raw_adc0,raw_adc1,raw_adc2,raw_adc3,raw_adc4,raw_adc5
6559003,0,56,2,0,0,0,0,0,0,0,0,0,0,2630,20,15
6622293,1,56,2,0,0,0,0,0,0,0,0,0,0,2628,20,16
6685597,2,56,2,0,0,0,0,0,0,0,0,0,0,2628,20,14
6748901,3,56,2,0,0,0,0,0,0,0,0,0,0,2631,19,14
6812204,4,56,2,0,0,0,0,0,0,0,0,0,0,2633,20,16
6875508,5,56,2,0,0,0,0,0,0,0,0,0,0,2632,20,14
6938813,6,56,2,0,0,0,0,0,0,0,0,0,0,2633,19,15
7002117,7,56,2,0,0,0,0,0,0,0,0,0,0,2634,20,15
7065422,8,56,2,0,0,0,0,0,0,0,0,0,0,2634,19,14
7128726,9,56,2,0,0,0,0,0,0,0,0,0,0,2635,19,15
7192029,10,56,2,0,0,0,0,0,0,0,0,0,0,2635,18,16
7255334,11,56,2,0,0,0,0,0,0,0,0,0,0,2636,18,15
7318637,12,56,2,0,0,0,0,0,0,0,0,0,0,2633,18,16
7381942,13,56,2,0,0,0,0,0,0,0,0,0,0,2635,20,14
7445246,14,56,2,0,0,0,0,0,0,0,0,0,0,2635,19,15
7508550,15,56,2,0,0,0,0,0,0,0,0,0,0,2634,19,15
7571854,16,56,2,0,0,0,0,0,0,0,0,0,0,2637,18,16
7635158,17,56,2,0,0,0,0,0,0,0,0,0,0,2635,21,16
7698463,18,56,2,0,0,0,0,0,0,0,0,0,0,2633,20,16
7761767,19,56,2,0,0,0,0,0,0,0,0,0,0,2635,21,15
7825071,20,56,2,0,0,0,0,0,0,0,0,0,0,2636,20,16
7888376,21,56,2,0,0,0,0,0,0,0,0,0,0,2636,19,16
7951679,22,56,2,0,0,0,0,0,0,0,0,0,0,2636,21,16
8014983,23,56,2,0,0,0,0,0,0,0,0,0,0,2639,20,16
8078287,24,56,2,0,0,0,0,0,0,0,0,0,0,2639,18,16
8141592,25,56,2,0,0,0,0,0,0,0,0,0,0,2639,20,15
8204896,26,56,2,0,0,0,0,0,0,0,0,0,0,2638,20,16
8268200,27,56,2,0,0,0,0,0,0,0,0,0,0,2637,20,16
8331505,28,56,2,0,0,0,0,0,0,0,0,0,0,2639,20,15
8394811,29,56,2,0,0,0,0,0,0,0,0,0,0,2635,19,16
8458114,30,56,2,0,0,0,0,0,0,0,0,0,0,2628,20,17
8521419,31,56,2,0,0,0,0,0,0,0,0,0,0,2626,20,16
8584724,32,56,2,0,0,0,0,0,0,0,0,0,0,2626,19,15
8648028,33,56,2,0,0,0,0,0,0,0,0,0,0,2625,18,15
8711333,34,56,2,0,0,0,0,0,0,0,0,0,0,2627,21,15
8774636,35,56,2,0,0,0,0,0,0,0,0,0,0,2625,19,16
8837942,36,56,2,0,0,0,0,0,0,0,0,0,0,2626,19,15
8901246,37,56,2,0,0,0,0,0,0,0,0,0,0,2626,20,14
8964551,38,56,2,0,0,0,0,0,0,0,0,0,0,2625,18,16
9027855,39,56,2,0,0,0,0,0,0,0,0,0,0,2625,19,15
9091160,40,56,2,0,0,0,0,0,0,0,0,0,0,2626,19,16
9154464,41,56,2,0,0,0,0,0,0,0,0,0,0,2624,20,15
9217768,42,56,2,0,0,0,0,0,0,0,0,0,0,2626,19,16
9281073,43,56,2,0,0,0,0,0,0,0,0,0,0,2626,20,16
9344377,44,56,2,0,0,0,0,0,0,0,0,0,0,2626,18,17
9407680,45,56,2,0,0,0,0,0,0,0,0,0,0,2626,19,15
9470985,46,56,2,0,0,0,0,0,0,0,0,0,0,2626,18,15
9534289,47,56,2,0,0,0,0,0,0,0,0,0,0,2626,19,16
9597594,48,56,2,0,0,0,0,0,0,0,0,0,0,2626,19,16
9660899,49,56,2,0,0,0,0,0,0,0,0,0,0,2624,18,15
9724203,50,56,2,0,0,0,0,0,0,0,0,0,0,2626,21,17
9787508,51,56,2,0,0,0,0,0,0,0,0,0,0,2626,18,15
9850811,52,56,2,0,0,0,0,0,0,0,0,0,0,2626,19,15
9914115,53,56,2,0,0,0,0,0,0,0,0,0,0,2624,20,15
9977421,54,56,2,0,0,0,0,0,0,0,0,0,0,2625,18,16
10040725,55,56,2,0,0,0,0,0,0,0,0,0,0,2625,19,15
10104029,56,56,2,0,0,0,0,0,0,0,0,0,0,2625,18,16
