timestamp_us,seq,valid_mask,status_bits,solenoid_state,payload0_centi_psi,payload1_centi_psi,payload2_centi_psi,payload3_centi_psi,raw_adc0,raw_adc1,raw_adc2,raw_adc3
6456002,0,0,2,0,0,0,0,0,0,0,0,0
6467576,1,0,2,0,0,0,0,0,0,0,0,0
6474800,2,0,2,0,0,0,0,0,0,0,0,0
6482024,3,0,2,0,0,0,0,0,0,0,0,0
6489248,4,0,2,0,0,0,0,0,0,0,0,0
6496472,5,0,2,0,0,0,0,0,0,0,0,0
6503696,6,0,2,0,0,0,0,0,0,0,0,0
6510920,7,0,2,0,0,0,0,0,0,0,0,0
6518144,8,0,2,0,0,0,0,0,0,0,0,0
6525368,9,0,2,0,0,0,0,0,0,0,0,0
6532592,10,0,2,0,0,0,0,0,0,0,0,0
6539816,11,0,2,0,0,0,0,0,0,0,0,0
6547040,12,0,2,0,0,0,0,0,0,0,0,0
6554264,13,0,2,0,0,0,0,0,0,0,0,0
6561488,14,0,2,0,0,0,0,0,0,0,0,0
6568712,15,0,2,0,0,0,0,0,0,0,0,0
6575936,16,0,2,0,0,0,0,0,0,0,0,0
6583160,17,0,2,0,0,0,0,0,0,0,0,0
6590384,18,0,2,0,0,0,0,0,0,0,0,0
6597608,19,0,2,0,0,0,0,0,0,0,0,0
6604832,20,0,2,0,0,0,0,0,0,0,0,0
6612057,21,0,2,0,0,0,0,0,0,0,0,0
6619280,22,0,2,0,0,0,0,0,0,0,0,0
6626504,23,0,2,0,0,0,0,0,0,0,0,0
6633728,24,0,2,0,0,0,0,0,0,0,0,0
6640952,25,0,2,0,0,0,0,0,0,0,0,0
6648176,26,0,2,0,0,0,0,0,0,0,0,0
6655400,27,0,2,0,0,0,0,0,0,0,0,0
6662624,28,0,2,0,0,0,0,0,0,0,0,0
6669848,29,0,2,0,0,0,0,0,0,0,0,0
6677072,30,0,2,0,0,0,0,0,0,0,0,0
6684297,31,0,2,0,0,0,0,0,0,0,0,0
6691520,32,0,2,0,0,0,0,0,0,0,0,0
6698744,33,0,2,0,0,0,0,0,0,0,0,0
6705968,34,0,2,0,0,0,0,0,0,0,0,0
6713192,35,0,2,0,0,0,0,0,0,0,0,0
6720416,36,0,2,0,0,0,0,0,0,0,0,0
6727640,37,0,2,0,0,0,0,0,0,0,0,0
6734864,38,0,2,0,0,0,0,0,0,0,0,0
6742088,39,0,2,0,0,0,0,0,0,0,0,0
6749312,40,0,2,0,0,0,0,0,0,0,0,0
6756536,41,0,2,0,0,0,0,0,0,0,0,0
6763760,42,0,2,0,0,0,0,0,0,0,0,0
6770984,43,0,2,0,0,0,0,0,0,0,0,0
6778208,44,0,2,0,0,0,0,0,0,0,0,0
6785432,45,0,2,0,0,0,0,0,0,0,0,0
6792656,46,0,2,0,0,0,0,0,0,0,0,0
6799880,47,0,2,0,0,0,0,0,0,0,0,0
6807104,48,0,2,0,0,0,0,0,0,0,0,0
6814328,49,0,2,0,0,0,0,0,0,0,0,0
6821552,50,0,2,0,0,0,0,0,0,0,0,0
6828776,51,0,2,0,0,0,0,0,0,0,0,0
6836000,52,0,2,0,0,0,0,0,0,0,0,0
6843224,53,0,2,0,0,0,0,0,0,0,0,0
6850448,54,0,2,0,0,0,0,0,0,0,0,0
6857672,55,0,2,0,0,0,0,0,0,0,0,0
6864896,56,0,2,0,0,0,0,0,0,0,0,0
6872120,57,0,2,0,0,0,0,0,0,0,0,0
6879344,58,0,2,0,0,0,0,0,0,0,0,0
6886568,59,0,2,0,0,0,0,0,0,0,0,0
6893792,60,0,2,0,0,0,0,0,0,0,0,0
6901017,61,0,2,0,0,0,0,0,0,0,0,0
6908240,62,0,2,0,0,0,0,0,0,0,0,0
6915464,63,0,2,0,0,0,0,0,0,0,0,0
6922688,64,0,2,0,0,0,0,0,0,0,0,0
