timestamp_us,seq,valid_mask,status_bits,solenoid_state,payload0_centi_psi,payload1_centi_psi,payload2_centi_psi,payload3_centi_psi,payload4_centi_psi,payload5_centi_psi,raw_adc0,raw_adc1,raw_adc2,raw_adc3,raw_adc4,raw_adc5
10952002,0,48,2,0,0,0,0,0,0,0,0,0,0,0,65528,65533
10969226,1,32,2,0,0,0,0,0,0,0,0,0,0,0,65528,0
10978167,2,32,2,0,0,0,0,0,0,0,0,0,0,0,65528,0
10987120,3,32,2,0,0,0,0,0,0,0,0,0,0,0,65528,0
10996073,4,32,2,0,0,0,0,0,0,0,0,0,0,0,65528,0
11005026,5,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11015708,6,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11024662,7,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11033614,8,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11042567,9,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11051520,10,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11062203,11,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11071155,12,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11080108,13,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11089061,14,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11098014,15,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11108696,16,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11117649,17,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11126602,18,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11135555,19,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11144508,20,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11155191,21,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11164143,22,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11173096,23,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11182049,24,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11191002,25,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11201684,26,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11210637,27,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11219590,28,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11228543,29,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11237496,30,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11248178,31,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11257131,32,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11266084,33,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11275037,34,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11283990,35,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11294672,36,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11303625,37,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11312578,38,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11321531,39,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11330484,40,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11341167,41,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11350119,42,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11359072,43,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11368025,44,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11376978,45,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0
