timestamp_us,seq,valid_mask,status_bits,solenoid_state,payload0_centi_psi,payload1_centi_psi,payload2_centi_psi,payload3_centi_psi,raw_adc0,raw_adc1,raw_adc2,raw_adc3
4644003,0,0,2,0,0,0,0,0,0,0,0,0
4651996,1,0,2,0,0,0,0,0,0,0,0,0
4655640,2,0,2,0,0,0,0,0,0,0,0,0
4659285,3,0,2,0,0,0,0,0,0,0,0,0
4662928,4,0,2,0,0,0,0,0,0,0,0,0
4666572,5,0,2,0,0,0,0,0,0,0,0,0
4670217,6,0,2,0,0,0,0,0,0,0,0,0
4673860,7,0,2,0,0,0,0,0,0,0,0,0
4677505,8,0,2,0,0,0,0,0,0,0,0,0
4681149,9,0,2,0,0,0,0,0,0,0,0,0
4684792,10,0,2,0,0,0,0,0,0,0,0,0
4688436,11,0,2,0,0,0,0,0,0,0,0,0
4692080,12,0,2,0,0,0,0,0,0,0,0,0
4695724,13,0,2,0,0,0,0,0,0,0,0,0
4699368,14,0,2,0,0,0,0,0,0,0,0,0
4703012,15,0,2,0,0,0,0,0,0,0,0,0
4706656,16,0,2,0,0,0,0,0,0,0,0,0
4710300,17,0,2,0,0,0,0,0,0,0,0,0
4713944,18,0,2,0,0,0,0,0,0,0,0,0
4717588,19,0,2,0,0,0,0,0,0,0,0,0
4721233,20,0,2,0,0,0,0,0,0,0,0,0
4724877,21,0,2,0,0,0,0,0,0,0,0,0
4728520,22,0,2,0,0,0,0,0,0,0,0,0
4732164,23,0,2,0,0,0,0,0,0,0,0,0
4735808,24,0,2,0,0,0,0,0,0,0,0,0
4739452,25,0,2,0,0,0,0,0,0,0,0,0
4743096,26,0,2,0,0,0,0,0,0,0,0,0
4746740,27,0,2,0,0,0,0,0,0,0,0,0
4750384,28,0,2,0,0,0,0,0,0,0,0,0
4754029,29,0,2,0,0,0,0,0,0,0,0,0
4757672,30,0,2,0,0,0,0,0,0,0,0,0
4761317,31,0,2,0,0,0,0,0,0,0,0,0
4764960,32,0,2,0,0,0,0,0,0,0,0,0
4768604,33,0,2,0,0,0,0,0,0,0,0,0
4772248,34,0,2,0,0,0,0,0,0,0,0,0
4775892,35,0,2,0,0,0,0,0,0,0,0,0
4779536,36,0,2,0,0,0,0,0,0,0,0,0
