timestamp_us,seq,valid_mask,status_bits,solenoid_state,payload0_centi_psi,payload1_centi_psi,payload2_centi_psi,payload3_centi_psi,raw_adc0,raw_adc1,raw_adc2,raw_adc3
10926002,0,8,2,0,0,0,0,0,0,0,0,2412
10941355,1,8,2,0,0,0,0,0,0,0,0,2410
10956697,2,8,2,0,0,0,0,0,0,0,0,2411
10972052,3,8,2,0,0,0,0,0,0,0,0,2413
10987407,4,8,2,0,0,0,0,0,0,0,0,2412
11002761,5,8,2,0,0,0,0,0,0,0,0,2409
11018116,6,8,2,0,0,0,0,0,0,0,0,2411
11033470,7,8,2,0,0,0,0,0,0,0,0,2414
11048825,8,8,2,0,0,0,0,0,0,0,0,2412
11064180,9,8,2,0,0,0,0,0,0,0,0,2409
11079535,10,8,2,0,0,0,0,0,0,0,0,2414
11094890,11,8,2,0,0,0,0,0,0,0,0,2413
11110245,12,8,2,0,0,0,0,0,0,0,0,2409
11125600,13,8,2,0,0,0,0,0,0,0,0,2415
11140955,14,8,2,0,0,0,0,0,0,0,0,2413
11156310,15,8,2,0,0,0,0,0,0,0,0,2411
11171665,16,8,2,0,0,0,0,0,0,0,0,2410
11187020,17,8,2,0,0,0,0,0,0,0,0,2415
11202375,18,8,2,0,0,0,0,0,0,0,0,2411
11217730,19,8,2,0,0,0,0,0,0,0,0,2411
11233084,20,8,2,0,0,0,0,0,0,0,0,2410
11248439,21,8,2,0,0,0,0,0,0,0,0,2411
11263794,22,8,2,0,0,0,0,0,0,0,0,2411
11279149,23,8,2,0,0,0,0,0,0,0,0,2411
11294503,24,8,2,0,0,0,0,0,0,0,0,2410
11309858,25,8,2,0,0,0,0,0,0,0,0,2414
11325213,26,8,2,0,0,0,0,0,0,0,0,2413
11340568,27,8,2,0,0,0,0,0,0,0,0,2409
11355923,28,8,2,0,0,0,0,0,0,0,0,2411
11371277,29,8,2,0,0,0,0,0,0,0,0,2413
11386632,30,8,2,0,0,0,0,0,0,0,0,2413
11401987,31,8,2,0,0,0,0,0,0,0,0,2410
11417342,32,8,2,0,0,0,0,0,0,0,0,2415
11432697,33,8,2,0,0,0,0,0,0,0,0,2411
11448051,34,8,2,0,0,0,0,0,0,0,0,2411
11463405,35,8,2,0,0,0,0,0,0,0,0,2412
11478761,36,8,2,0,0,0,0,0,0,0,0,2410
11494115,37,8,2,0,0,0,0,0,0,0,0,2411
11509470,38,8,2,0,0,0,0,0,0,0,0,2414
11524824,39,8,2,0,0,0,0,0,0,0,0,2413
11540180,40,8,2,0,0,0,0,0,0,0,0,2409
11555534,41,8,2,0,0,0,0,0,0,0,0,2411
11570889,42,8,2,0,0,0,0,0,0,0,0,2414
11586243,43,8,2,0,0,0,0,0,0,0,0,2414
11601598,44,8,2,0,0,0,0,0,0,0,0,2408
11616953,45,8,2,0,0,0,0,0,0,0,0,2414
11632308,46,8,2,0,0,0,0,0,0,0,0,2412
11647663,47,8,2,0,0,0,0,0,0,0,0,2413
11663018,48,8,2,0,0,0,0,0,0,0,0,2411
11678373,49,8,2,0,0,0,0,0,0,0,0,2410
11693728,50,8,2,0,0,0,0,0,0,0,0,2414
11709083,51,8,2,0,0,0,0,0,0,0,0,2408
11724438,52,8,2,0,0,0,0,0,0,0,0,2410
11739792,53,8,2,0,0,0,0,0,0,0,0,2409
11755147,54,8,2,0,0,0,0,0,0,0,0,2409
11770502,55,8,2,0,0,0,0,0,0,0,0,2414
11785856,56,8,2,0,0,0,0,0,0,0,0,2414
11801211,57,8,2,0,0,0,0,0,0,0,0,2412
11816565,58,8,2,0,0,0,0,0,0,0,0,2406
11831920,59,8,2,0,0,0,0,0,0,0,0,2409
11847274,60,8,2,0,0,0,0,0,0,0,0,2411
11862630,61,8,2,0,0,0,0,0,0,0,0,2413
11877984,62,8,2,0,0,0,0,0,0,0,0,2410
11893340,63,8,2,0,0,0,0,0,0,0,0,2409
11908695,64,8,2,0,0,0,0,0,0,0,0,2412
11924050,65,8,2,0,0,0,0,0,0,0,0,2413
11939404,66,8,2,0,0,0,0,0,0,0,0,2413
11954759,67,8,2,0,0,0,0,0,0,0,0,2410
11970114,68,8,2,0,0,0,0,0,0,0,0,2414
11985469,69,8,2,0,0,0,0,0,0,0,0,2412
12000823,70,8,2,0,0,0,0,0,0,0,0,2412
12016179,71,8,2,0,0,0,0,0,0,0,0,2411
12031533,72,8,2,0,0,0,0,0,0,0,0,2412
12046889,73,8,2,0,0,0,0,0,0,0,0,2411
12062244,74,8,2,0,0,0,0,0,0,0,0,2417
12077599,75,8,2,0,0,0,0,0,0,0,0,2410
12092953,76,8,2,0,0,0,0,0,0,0,0,2408
12108308,77,8,2,0,0,0,0,0,0,0,0,2409
12123663,78,8,2,0,0,0,0,0,0,0,0,2413
12139018,79,8,2,0,0,0,0,0,0,0,0,2412
12154373,80,8,2,0,0,0,0,0,0,0,0,2411
12169728,81,8,2,0,0,0,0,0,0,0,0,2410
12185082,82,8,2,0,0,0,0,0,0,0,0,2412
12200437,83,8,2,0,0,0,0,0,0,0,0,2411
12215791,84,8,2,0,0,0,0,0,0,0,0,2414
12231146,85,8,2,0,0,0,0,0,0,0,0,2411
12246501,86,8,2,0,0,0,0,0,0,0,0,2410
12261856,87,8,2,0,0,0,0,0,0,0,0,2412
12277211,88,8,2,0,0,0,0,0,0,0,0,2408
12292565,89,8,2,0,0,0,0,0,0,0,0,2414
12307920,90,8,2,0,0,0,0,0,0,0,0,2410
12323275,91,8,2,0,0,0,0,0,0,0,0,2408
12338630,92,8,2,0,0,0,0,0,0,0,0,2410
12353984,93,8,2,0,0,0,0,0,0,0,0,2409
12369339,94,8,2,0,0,0,0,0,0,0,0,2413
12384694,95,8,2,0,0,0,0,0,0,0,0,2412
12400049,96,8,2,0,0,0,0,0,0,0,0,2409
12415404,97,8,2,0,0,0,0,0,0,0,0,2410
12430758,98,8,2,0,0,0,0,0,0,0,0,2408
12446113,99,8,2,0,0,0,0,0,0,0,0,2409
12461467,100,8,2,0,0,0,0,0,0,0,0,2411
12476822,101,8,2,0,0,0,0,0,0,0,0,2413
12492177,102,8,2,0,0,0,0,0,0,0,0,2414
12507532,103,8,2,0,0,0,0,0,0,0,0,2409
12522886,104,8,2,0,0,0,0,0,0,0,0,2411
12538241,105,8,2,0,0,0,0,0,0,0,0,2411
12553596,106,8,2,0,0,0,0,0,0,0,0,2412
12568950,107,8,2,0,0,0,0,0,0,0,0,2412
12584305,108,8,2,0,0,0,0,0,0,0,0,2413
12599660,109,8,2,0,0,0,0,0,0,0,0,2411
12615015,110,8,2,0,0,0,0,0,0,0,0,2409
12630370,111,8,2,0,0,0,0,0,0,0,0,2410
12645725,112,8,2,0,0,0,0,0,0,0,0,2411
12661079,113,8,2,0,0,0,0,0,0,0,0,2414
12676434,114,8,2,0,0,0,0,0,0,0,0,2411
12691789,115,8,2,0,0,0,0,0,0,0,0,2409
12707144,116,8,2,0,0,0,0,0,0,0,0,2409
12722498,117,8,2,0,0,0,0,0,0,0,0,2413
12737854,118,8,2,0,0,0,0,0,0,0,0,2412
12753208,119,8,2,0,0,0,0,0,0,0,0,2411
12768564,120,8,2,0,0,0,0,0,0,0,0,2410
12783919,121,8,2,0,0,0,0,0,0,0,0,2408
12799273,122,8,2,0,0,0,0,0,0,0,0,2410
12814628,123,8,2,0,0,0,0,0,0,0,0,2413
12829983,124,8,2,0,0,0,0,0,0,0,0,2413
12845337,125,8,2,0,0,0,0,0,0,0,0,2412
12860692,126,8,2,0,0,0,0,0,0,0,0,2408
12876047,127,8,2,0,0,0,0,0,0,0,0,2410
12891403,128,8,2,0,0,0,0,0,0,0,0,2413
12906757,129,8,2,0,0,0,0,0,0,0,0,2412
12922112,130,8,2,0,0,0,0,0,0,0,0,2412
12937467,131,8,2,0,0,0,0,0,0,0,0,2409
12952822,132,8,2,0,0,0,0,0,0,0,0,2409
12968176,133,8,2,0,0,0,0,0,0,0,0,2409
12983531,134,8,2,0,0,0,0,0,0,0,0,2412
12998886,135,8,2,0,0,0,0,0,0,0,0,2413
13014241,136,8,2,0,0,0,0,0,0,0,0,2412
13029596,137,8,2,0,0,0,0,0,0,0,0,2409
13044951,138,8,2,0,0,0,0,0,0,0,0,2409
13060305,139,8,2,0,0,0,0,0,0,0,0,2410
13075660,140,8,2,0,0,0,0,0,0,0,0,2411
13091015,141,8,2,0,0,0,0,0,0,0,0,2412
13106370,142,8,2,0,0,0,0,0,0,0,0,2412
13121724,143,8,2,0,0,0,0,0,0,0,0,2415
13137078,144,8,2,0,0,0,0,0,0,0,0,2412
13152433,145,8,2,0,0,0,0,0,0,0,0,2407
13167787,146,8,2,0,0,0,0,0,0,0,0,2411
13183142,147,8,2,0,0,0,0,0,0,0,0,2409
13198496,148,8,2,0,0,0,0,0,0,0,0,2408
13213851,149,8,2,0,0,0,0,0,0,0,0,2411
13229206,150,8,2,0,0,0,0,0,0,0,0,2414
13244560,151,8,2,0,0,0,0,0,0,0,0,2414
13259915,152,8,2,0,0,0,0,0,0,0,0,2412
13275269,153,8,2,0,0,0,0,0,0,0,0,2410
13290625,154,8,2,0,0,0,0,0,0,0,0,2411
13305979,155,8,2,0,0,0,0,0,0,0,0,2410
13321333,156,8,2,0,0,0,0,0,0,0,0,2409
13336688,157,8,2,0,0,0,0,0,0,0,0,2412
13352043,158,8,2,0,0,0,0,0,0,0,0,2410
13367397,159,8,2,0,0,0,0,0,0,0,0,2412
13382752,160,8,2,0,0,0,0,0,0,0,0,2412
13398107,161,8,2,0,0,0,0,0,0,0,0,2410
13413461,162,8,2,0,0,0,0,0,0,0,0,2411
13428816,163,8,2,0,0,0,0,0,0,0,0,2411
13444171,164,8,2,0,0,0,0,0,0,0,0,2412
13459525,165,8,2,0,0,0,0,0,0,0,0,2410
13474880,166,8,2,0,0,0,0,0,0,0,0,2412
13490235,167,8,2,0,0,0,0,0,0,0,0,2414
13505590,168,8,2,0,0,0,0,0,0,0,0,2412
13520944,169,8,2,0,0,0,0,0,0,0,0,2408
13536299,170,8,2,0,0,0,0,0,0,0,0,2412
13551654,171,8,2,0,0,0,0,0,0,0,0,2411
13567008,172,8,2,0,0,0,0,0,0,0,0,2412
13582363,173,8,2,0,0,0,0,0,0,0,0,2410
13597717,174,8,2,0,0,0,0,0,0,0,0,2412
13613073,175,8,2,0,0,0,0,0,0,0,0,2412
13628428,176,8,2,0,0,0,0,0,0,0,0,2409
13643782,177,8,2,0,0,0,0,0,0,0,0,2410
13659137,178,8,2,0,0,0,0,0,0,0,0,2412
13674493,179,8,2,0,0,0,0,0,0,0,0,2412
13689847,180,8,2,0,0,0,0,0,0,0,0,2413
13705202,181,8,2,0,0,0,0,0,0,0,0,2408
13720557,182,8,2,0,0,0,0,0,0,0,0,2411
13735912,183,8,2,0,0,0,0,0,0,0,0,2410
13751267,184,8,2,0,0,0,0,0,0,0,0,2410
13766622,185,8,2,0,0,0,0,0,0,0,0,2409
13781976,186,8,2,0,0,0,0,0,0,0,0,2410
13797331,187,8,2,0,0,0,0,0,0,0,0,2411
13812686,188,8,2,0,0,0,0,0,0,0,0,2412
13828041,189,8,2,0,0,0,0,0,0,0,0,2413
13843396,190,8,2,0,0,0,0,0,0,0,0,2409
13858751,191,8,2,0,0,0,0,0,0,0,0,2411
13874106,192,8,2,0,0,0,0,0,0,0,0,2414
13889461,193,8,2,0,0,0,0,0,0,0,0,2412
13904816,194,8,2,0,0,0,0,0,0,0,0,2412
13920171,195,8,2,0,0,0,0,0,0,0,0,2412
13935526,196,8,2,0,0,0,0,0,0,0,0,2414
13950881,197,8,2,0,0,0,0,0,0,0,0,2408
13966236,198,8,2,0,0,0,0,0,0,0,0,2413
13981591,199,8,2,0,0,0,0,0,0,0,0,2411
13996946,200,8,2,0,0,0,0,0,0,0,0,2410
14012301,201,8,2,0,0,0,0,0,0,0,0,2412
14027657,202,8,2,0,0,0,0,0,0,0,0,2413
14043012,203,8,2,0,0,0,0,0,0,0,0,2410
14058367,204,8,2,0,0,0,0,0,0,0,0,2407
14073721,205,8,2,0,0,0,0,0,0,0,0,2413
14089076,206,8,2,0,0,0,0,0,0,0,0,2411
14104431,207,8,2,0,0,0,0,0,0,0,0,2410
14119786,208,8,2,0,0,0,0,0,0,0,0,2412
14135141,209,8,2,0,0,0,0,0,0,0,0,2414
14150496,210,8,2,0,0,0,0,0,0,0,0,2411
14165852,211,8,2,0,0,0,0,0,0,0,0,2413
14181206,212,8,2,0,0,0,0,0,0,0,0,2411
14196561,213,8,2,0,0,0,0,0,0,0,0,2412
14211915,214,8,2,0,0,0,0,0,0,0,0,2410
14227270,215,8,2,0,0,0,0,0,0,0,0,2410
14242626,216,8,2,0,0,0,0,0,0,0,0,2406
14257980,217,8,2,0,0,0,0,0,0,0,0,2412
14273336,218,8,2,0,0,0,0,0,0,0,0,2413
14288691,219,8,2,0,0,0,0,0,0,0,0,2413
14304046,220,8,2,0,0,0,0,0,0,0,0,2411
14319400,221,8,2,0,0,0,0,0,0,0,0,2413
14334755,222,8,2,0,0,0,0,0,0,0,0,2410
14350110,223,8,2,0,0,0,0,0,0,0,0,2411
14365466,224,8,2,0,0,0,0,0,0,0,0,2409
14380820,225,8,2,0,0,0,0,0,0,0,0,2410
14396174,226,8,2,0,0,0,0,0,0,0,0,2409
14411529,227,8,2,0,0,0,0,0,0,0,0,2411
14434506,228,8,2,0,0,0,0,0,0,0,0,2414
14449848,229,8,2,0,0,0,0,0,0,0,0,2410
14465204,230,8,2,0,0,0,0,0,0,0,0,2410
14480559,231,8,2,0,0,0,0,0,0,0,0,2411
14495914,232,8,2,0,0,0,0,0,0,0,0,2411
14511269,233,8,2,0,0,0,0,0,0,0,0,2413
14526623,234,8,2,0,0,0,0,0,0,0,0,2411
14541978,235,8,2,0,0,0,0,0,0,0,0,2410
14557333,236,8,2,0,0,0,0,0,0,0,0,2407
14572689,237,8,2,0,0,0,0,0,0,0,0,2411
14588043,238,8,2,0,0,0,0,0,0,0,0,2411
14603398,239,8,2,0,0,0,0,0,0,0,0,2408
14618752,240,8,2,0,0,0,0,0,0,0,0,2411
14634108,241,8,2,0,0,0,0,0,0,0,0,2413
14649462,242,8,2,0,0,0,0,0,0,0,0,2413
14664817,243,8,2,0,0,0,0,0,0,0,0,2415
14680172,244,8,2,0,0,0,0,0,0,0,0,2412
14695527,245,8,2,0,0,0,0,0,0,0,0,2412
14710883,246,8,2,0,0,0,0,0,0,0,0,2410
14726238,247,8,2,0,0,0,0,0,0,0,0,2408
14741593,248,8,2,0,0,0,0,0,0,0,0,2410
14756948,249,8,2,0,0,0,0,0,0,0,0,2409
14772303,250,8,2,0,0,0,0,0,0,0,0,2411
14787657,251,8,2,0,0,0,0,0,0,0,0,2414
14803012,252,8,2,0,0,0,0,0,0,0,0,2411
14818367,253,8,2,0,0,0,0,0,0,0,0,2412
14833722,254,8,2,0,0,0,0,0,0,0,0,2413
14849076,255,8,2,0,0,0,0,0,0,0,0,2412
14864431,256,8,2,0,0,0,0,0,0,0,0,2412
14879786,257,8,2,0,0,0,0,0,0,0,0,2410
14895141,258,8,2,0,0,0,0,0,0,0,0,2411
14910496,259,8,2,0,0,0,0,0,0,0,0,2412
14925851,260,8,2,0,0,0,0,0,0,0,0,2413
14941206,261,8,2,0,0,0,0,0,0,0,0,2407
14956561,262,8,2,0,0,0,0,0,0,0,0,2413
14971916,263,8,2,0,0,0,0,0,0,0,0,2408
14987271,264,8,2,0,0,0,0,0,0,0,0,2412
15002625,265,8,2,0,0,0,0,0,0,0,0,2411
15017981,266,8,2,0,0,0,0,0,0,0,0,2410
15033336,267,8,2,0,0,0,0,0,0,0,0,2411
15048691,268,8,2,0,0,0,0,0,0,0,0,2413
15064046,269,8,2,0,0,0,0,0,0,0,0,2414
15079401,270,8,2,0,0,0,0,0,0,0,0,2412
15094756,271,8,2,0,0,0,0,0,0,0,0,2413
15110111,272,8,2,0,0,0,0,0,0,0,0,2409
15125466,273,8,2,0,0,0,0,0,0,0,0,2411
15140822,274,8,2,0,0,0,0,0,0,0,0,2410
15156177,275,8,2,0,0,0,0,0,0,0,0,2407
15171532,276,8,2,0,0,0,0,0,0,0,0,2411
15186886,277,8,2,0,0,0,0,0,0,0,0,2411
15202241,278,8,2,0,0,0,0,0,0,0,0,2411
15217596,279,8,2,0,0,0,0,0,0,0,0,2410
15232951,280,8,2,0,0,0,0,0,0,0,0,2407
15248306,281,8,2,0,0,0,0,0,0,0,0,2412
15263661,282,8,2,0,0,0,0,0,0,0,0,2412
15279016,283,8,2,0,0,0,0,0,0,0,0,2411
15294370,284,8,2,0,0,0,0,0,0,0,0,2410
15309726,285,8,2,0,0,0,0,0,0,0,0,2413
15325080,286,8,2,0,0,0,0,0,0,0,0,2413
15340435,287,8,2,0,0,0,0,0,0,0,0,2413
15355790,288,8,2,0,0,0,0,0,0,0,0,2412
15371145,289,8,2,0,0,0,0,0,0,0,0,2413
15386500,290,8,2,0,0,0,0,0,0,0,0,2414
15401855,291,8,2,0,0,0,0,0,0,0,0,2413
15417209,292,8,2,0,0,0,0,0,0,0,0,2412
15432564,293,8,2,0,0,0,0,0,0,0,0,2412
15447919,294,8,2,0,0,0,0,0,0,0,0,2411
15463275,295,8,2,0,0,0,0,0,0,0,0,2407
15478630,296,8,2,0,0,0,0,0,0,0,0,2407
15493985,297,8,2,0,0,0,0,0,0,0,0,2410
15509340,298,8,2,0,0,0,0,0,0,0,0,2408
15524694,299,8,2,0,0,0,0,0,0,0,0,2412
15540049,300,8,2,0,0,0,0,0,0,0,0,2412
15555403,301,8,2,0,0,0,0,0,0,0,0,2412
15570758,302,8,2,0,0,0,0,0,0,0,0,2410
15586113,303,8,2,0,0,0,0,0,0,0,0,2415
15601468,304,8,2,0,0,0,0,0,0,0,0,2412
15616823,305,8,2,0,0,0,0,0,0,0,0,2415
15632178,306,8,2,0,0,0,0,0,0,0,0,2416
15647533,307,8,2,0,0,0,0,0,0,0,0,2411
15662888,308,8,2,0,0,0,0,0,0,0,0,2412
15678243,309,8,2,0,0,0,0,0,0,0,0,2411
15693597,310,8,2,0,0,0,0,0,0,0,0,2411
15708952,311,8,2,0,0,0,0,0,0,0,0,2413
15724306,312,8,2,0,0,0,0,0,0,0,0,2412
15739661,313,8,2,0,0,0,0,0,0,0,0,2413
15755016,314,8,2,0,0,0,0,0,0,0,0,2416
15770370,315,8,2,0,0,0,0,0,0,0,0,2413
15785725,316,8,2,0,0,0,0,0,0,0,0,2411
15801080,317,8,2,0,0,0,0,0,0,0,0,2414
15816435,318,8,2,0,0,0,0,0,0,0,0,2414
15831789,319,8,2,0,0,0,0,0,0,0,0,2413
15847144,320,8,2,0,0,0,0,0,0,0,0,2414
15862499,321,8,2,0,0,0,0,0,0,0,0,2411
15877854,322,8,2,0,0,0,0,0,0,0,0,2412
15893209,323,8,2,0,0,0,0,0,0,0,0,2410
15908564,324,8,2,0,0,0,0,0,0,0,0,2413
15923919,325,8,2,0,0,0,0,0,0,0,0,2410
15939273,326,8,2,0,0,0,0,0,0,0,0,2413
15954640,327,8,2,0,0,0,0,0,0,0,0,2411
15969983,328,8,2,0,0,0,0,0,0,0,0,2411
15985338,329,8,2,0,0,0,0,0,0,0,0,2409
16000693,330,8,2,0,0,0,0,0,0,0,0,2416
16016047,331,8,2,0,0,0,0,0,0,0,0,2409
16031402,332,8,2,0,0,0,0,0,0,0,0,2414
16046757,333,8,2,0,0,0,0,0,0,0,0,2414
16062112,334,8,2,0,0,0,0,0,0,0,0,2410
16077467,335,8,2,0,0,0,0,0,0,0,0,2411
16092822,336,8,2,0,0,0,0,0,0,0,0,2411
16108177,337,8,2,0,0,0,0,0,0,0,0,2410
16123533,338,8,2,0,0,0,0,0,0,0,0,2411
16138888,339,8,2,0,0,0,0,0,0,0,0,2410
16154243,340,8,2,0,0,0,0,0,0,0,0,2410
16169598,341,8,2,0,0,0,0,0,0,0,0,2409
16184953,342,8,2,0,0,0,0,0,0,0,0,2412
16200308,343,8,2,0,0,0,0,0,0,0,0,2407
16215662,344,8,2,0,0,0,0,0,0,0,0,2405
16231017,345,8,2,0,0,0,0,0,0,0,0,2408
