timestamp_us,seq,valid_mask,status_bits,solenoid_state,payload0_centi_psi,payload1_centi_psi,payload2_centi_psi,payload3_centi_psi,raw_adc0,raw_adc1,raw_adc2,raw_adc3
10743002,0,0,2,0,0,0,0,0,0,0,0,0
10751193,1,0,2,0,0,0,0,0,0,0,0,0
10759395,2,0,2,0,0,0,0,0,0,0,0,0
10767599,3,0,2,0,0,0,0,0,0,0,0,0
10775804,4,0,2,0,0,0,0,0,0,0,0,0
10784006,5,0,2,0,0,0,0,0,0,0,0,0
10792211,6,0,2,0,0,0,0,0,0,0,0,0
10800413,7,0,2,0,0,0,0,0,0,0,0,0
10808617,8,0,2,0,0,0,0,0,0,0,0,0
10816821,9,0,2,0,0,0,0,0,0,0,0,0
10825023,10,0,2,0,0,0,0,0,0,0,0,0
10833229,11,0,2,0,0,0,0,0,0,0,0,0
10841432,12,0,2,0,0,0,0,0,0,0,0,0
10849636,13,0,2,0,0,0,0,0,0,0,0,0
10857839,14,0,2,0,0,0,0,0,0,0,0,0
10866041,15,0,2,0,0,0,0,0,0,0,0,0
10874245,16,0,2,0,0,0,0,0,0,0,0,0
10882448,17,0,2,0,0,0,0,0,0,0,0,0
10890652,18,0,2,0,0,0,0,0,0,0,0,0
10898855,19,0,2,0,0,0,0,0,0,0,0,0
10907060,20,0,2,0,0,0,0,0,0,0,0,0
10915263,21,0,2,0,0,0,0,0,0,0,0,0
10923466,22,0,2,0,0,0,0,0,0,0,0,0
10931670,23,0,2,0,0,0,0,0,0,0,0,0
10939875,24,0,2,0,0,0,0,0,0,0,0,0
10948078,25,0,2,0,0,0,0,0,0,0,0,0
10956281,26,0,2,0,0,0,0,0,0,0,0,0
10964485,27,0,2,0,0,0,0,0,0,0,0,0
10972690,28,0,2,0,0,0,0,0,0,0,0,0
10980893,29,0,2,0,0,0,0,0,0,0,0,0
10989096,30,0,2,0,0,0,0,0,0,0,0,0
10997300,31,0,2,0,0,0,0,0,0,0,0,0
11005504,32,0,2,0,0,0,0,0,0,0,0,0
11013708,33,0,2,0,0,0,0,0,0,0,0,0
11021910,34,0,2,0,0,0,0,0,0,0,0,0
